nodeId1,portId1,nodeId2,portId2,bandwidth,delay
88,8,94,3,400Gbps,100ns
88,9,95,3,400Gbps,100ns
88,10,96,3,400Gbps,100ns
88,11,104,3,400Gbps,100ns
88,12,112,3,400Gbps,100ns
88,13,120,3,400Gbps,100ns
88,14,272,3,400Gbps,100ns
89,4,90,4,400Gbps,100ns
89,5,91,4,400Gbps,100ns
89,6,92,4,400Gbps,100ns
89,7,93,4,400Gbps,100ns
89,8,94,4,400Gbps,100ns
89,9,95,4,400Gbps,100ns
89,10,97,3,400Gbps,100ns
89,11,105,3,400Gbps,100ns
89,12,113,3,400Gbps,100ns
89,13,121,3,400Gbps,100ns
89,14,273,3,400Gbps,100ns
90,5,91,5,400Gbps,100ns
90,6,92,5,400Gbps,100ns
90,7,93,5,400Gbps,100ns
90,8,94,5,400Gbps,100ns
90,9,95,5,400Gbps,100ns
90,10,98,3,400Gbps,100ns
90,11,106,3,400Gbps,100ns
90,12,114,3,400Gbps,100ns
90,13,122,3,400Gbps,100ns
90,14,274,3,400Gbps,100ns
91,6,92,6,400Gbps,100ns
91,7,93,6,400Gbps,100ns
91,8,94,6,400Gbps,100ns
91,9,95,6,400Gbps,100ns
91,10,99,3,400Gbps,100ns
91,11,107,3,400Gbps,100ns
91,12,115,3,400Gbps,100ns
91,13,123,3,400Gbps,100ns
91,14,275,3,400Gbps,100ns
92,7,93,7,400Gbps,100ns
92,8,94,7,400Gbps,100ns
92,9,95,7,400Gbps,100ns
92,10,100,3,400Gbps,100ns
92,11,108,3,400Gbps,100ns
92,12,116,3,400Gbps,100ns
92,13,124,3,400Gbps,100ns
92,14,276,3,400Gbps,100ns
93,8,94,8,400Gbps,100ns
93,9,95,8,400Gbps,100ns
93,10,101,3,400Gbps,100ns
93,11,109,3,400Gbps,100ns
93,12,117,3,400Gbps,100ns
93,13,125,3,400Gbps,100ns
93,14,277,3,400Gbps,100ns
94,9,95,9,400Gbps,100ns
94,10,102,3,400Gbps,100ns
94,11,110,3,400Gbps,100ns
94,12,118,3,400Gbps,100ns
94,13,126,3,400Gbps,100ns
94,14,278,3,400Gbps,100ns
95,10,103,3,400Gbps,100ns
95,11,111,3,400Gbps,100ns
95,12,119,3,400Gbps,100ns
95,13,127,3,400Gbps,100ns
95,14,279,3,400Gbps,100ns
96,4,97,4,400Gbps,100ns
96,5,98,4,400Gbps,100ns
96,6,99,4,400Gbps,100ns
96,7,100,4,400Gbps,100ns
96,8,101,4,400Gbps,100ns
96,9,102,4,400Gbps,100ns
96,10,103,4,400Gbps,100ns
96,11,104,4,400Gbps,100ns
96,12,112,4,400Gbps,100ns
96,13,120,4,400Gbps,100ns
96,14,272,4,400Gbps,100ns
97,5,98,5,400Gbps,100ns
97,6,99,5,400Gbps,100ns
97,7,100,5,400Gbps,100ns
97,8,101,5,400Gbps,100ns
97,9,102,5,400Gbps,100ns
97,10,103,5,400Gbps,100ns
97,11,105,4,400Gbps,100ns
97,12,113,4,400Gbps,100ns
97,13,121,4,400Gbps,100ns
97,14,273,4,400Gbps,100ns
98,6,99,6,400Gbps,100ns
98,7,100,6,400Gbps,100ns
98,8,101,6,400Gbps,100ns
98,9,102,6,400Gbps,100ns
98,10,103,6,400Gbps,100ns
98,11,106,4,400Gbps,100ns
98,12,114,4,400Gbps,100ns
98,13,122,4,400Gbps,100ns
98,14,274,4,400Gbps,100ns
99,7,100,7,400Gbps,100ns
99,8,101,7,400Gbps,100ns
99,9,102,7,400Gbps,100ns
99,10,103,7,400Gbps,100ns
99,11,107,4,400Gbps,100ns
99,12,115,4,400Gbps,100ns
99,13,123,4,400Gbps,100ns
99,14,275,4,400Gbps,100ns
100,8,101,8,400Gbps,100ns
100,9,102,8,400Gbps,100ns
100,10,103,8,400Gbps,100ns
100,11,108,4,400Gbps,100ns
100,12,116,4,400Gbps,100ns
100,13,124,4,400Gbps,100ns
100,14,276,4,400Gbps,100ns
101,9,102,9,400Gbps,100ns
101,10,103,9,400Gbps,100ns
101,11,109,4,400Gbps,100ns
101,12,117,4,400Gbps,100ns
101,13,125,4,400Gbps,100ns
101,14,277,4,400Gbps,100ns
102,10,103,10,400Gbps,100ns
102,11,110,4,400Gbps,100ns
102,12,118,4,400Gbps,100ns
102,13,126,4,400Gbps,100ns
102,14,278,4,400Gbps,100ns
103,11,111,4,400Gbps,100ns
103,12,119,4,400Gbps,100ns
103,13,127,4,400Gbps,100ns
103,14,279,4,400Gbps,100ns
104,5,105,5,400Gbps,100ns
104,6,106,5,400Gbps,100ns
104,7,107,5,400Gbps,100ns
104,8,108,5,400Gbps,100ns
104,9,109,5,400Gbps,100ns
104,10,110,5,400Gbps,100ns
104,11,111,5,400Gbps,100ns
104,12,112,5,400Gbps,100ns
104,13,120,5,400Gbps,100ns
104,14,272,5,400Gbps,100ns
105,6,106,6,400Gbps,100ns
105,7,107,6,400Gbps,100ns
105,8,108,6,400Gbps,100ns
105,9,109,6,400Gbps,100ns
105,10,110,6,400Gbps,100ns
105,11,111,6,400Gbps,100ns
105,12,113,5,400Gbps,100ns
105,13,121,5,400Gbps,100ns
105,14,273,5,400Gbps,100ns
106,7,107,7,400Gbps,100ns
106,8,108,7,400Gbps,100ns
106,9,109,7,400Gbps,100ns
106,10,110,7,400Gbps,100ns
106,11,111,7,400Gbps,100ns
106,12,114,5,400Gbps,100ns
106,13,122,5,400Gbps,100ns
106,14,274,5,400Gbps,100ns
107,8,108,8,400Gbps,100ns
107,9,109,8,400Gbps,100ns
107,10,110,8,400Gbps,100ns
107,11,111,8,400Gbps,100ns
107,12,115,5,400Gbps,100ns
107,13,123,5,400Gbps,100ns
107,14,275,5,400Gbps,100ns
108,9,109,9,400Gbps,100ns
108,10,110,9,400Gbps,100ns
108,11,111,9,400Gbps,100ns
108,12,116,5,400Gbps,100ns
108,13,124,5,400Gbps,100ns
108,14,276,5,400Gbps,100ns
109,10,110,10,400Gbps,100ns
109,11,111,10,400Gbps,100ns
109,12,117,5,400Gbps,100ns
109,13,125,5,400Gbps,100ns
109,14,277,5,400Gbps,100ns
110,11,111,11,400Gbps,100ns
110,12,118,5,400Gbps,100ns
110,13,126,5,400Gbps,100ns
110,14,278,5,400Gbps,100ns
111,12,119,5,400Gbps,100ns
111,13,127,5,400Gbps,100ns
111,14,279,5,400Gbps,100ns
112,6,113,6,400Gbps,100ns
112,7,114,6,400Gbps,100ns
112,8,115,6,400Gbps,100ns
112,9,116,6,400Gbps,100ns
112,10,117,6,400Gbps,100ns
112,11,118,6,400Gbps,100ns
112,12,119,6,400Gbps,100ns
112,13,120,6,400Gbps,100ns
112,14,272,6,400Gbps,100ns
113,7,114,7,400Gbps,100ns
113,8,115,7,400Gbps,100ns
113,9,116,7,400Gbps,100ns
113,10,117,7,400Gbps,100ns
113,11,118,7,400Gbps,100ns
113,12,119,7,400Gbps,100ns
113,13,121,6,400Gbps,100ns
113,14,273,6,400Gbps,100ns
114,8,115,8,400Gbps,100ns
114,9,116,8,400Gbps,100ns
114,10,117,8,400Gbps,100ns
114,11,118,8,400Gbps,100ns
114,12,119,8,400Gbps,100ns
114,13,122,6,400Gbps,100ns
114,14,274,6,400Gbps,100ns
115,9,116,9,400Gbps,100ns
115,10,117,9,400Gbps,100ns
115,11,118,9,400Gbps,100ns
115,12,119,9,400Gbps,100ns
115,13,123,6,400Gbps,100ns
115,14,275,6,400Gbps,100ns
116,10,117,10,400Gbps,100ns
116,11,118,10,400Gbps,100ns
116,12,119,10,400Gbps,100ns
116,13,124,6,400Gbps,100ns
116,14,276,6,400Gbps,100ns
117,11,118,11,400Gbps,100ns
117,12,119,11,400Gbps,100ns
117,13,125,6,400Gbps,100ns
117,14,277,6,400Gbps,100ns
118,12,119,12,400Gbps,100ns
118,13,126,6,400Gbps,100ns
118,14,278,6,400Gbps,100ns
119,13,127,6,400Gbps,100ns
119,14,279,6,400Gbps,100ns
120,7,121,7,400Gbps,100ns
120,8,122,7,400Gbps,100ns
120,9,123,7,400Gbps,100ns
120,10,124,7,400Gbps,100ns
120,11,125,7,400Gbps,100ns
120,12,126,7,400Gbps,100ns
120,13,127,7,400Gbps,100ns
120,14,272,7,400Gbps,100ns
121,8,122,8,400Gbps,100ns
121,9,123,8,400Gbps,100ns
121,10,124,8,400Gbps,100ns
121,11,125,8,400Gbps,100ns
121,12,126,8,400Gbps,100ns
121,13,127,8,400Gbps,100ns
121,14,273,7,400Gbps,100ns
122,9,123,9,400Gbps,100ns
122,10,124,9,400Gbps,100ns
122,11,125,9,400Gbps,100ns
122,12,126,9,400Gbps,100ns
122,13,127,9,400Gbps,100ns
122,14,274,7,400Gbps,100ns
123,10,124,10,400Gbps,100ns
123,11,125,10,400Gbps,100ns
123,12,126,10,400Gbps,100ns
123,13,127,10,400Gbps,100ns
123,14,275,7,400Gbps,100ns
124,11,125,11,400Gbps,100ns
124,12,126,11,400Gbps,100ns
124,13,127,11,400Gbps,100ns
124,14,276,7,400Gbps,100ns
125,12,126,12,400Gbps,100ns
125,13,127,12,400Gbps,100ns
125,14,277,7,400Gbps,100ns
126,13,127,13,400Gbps,100ns
126,14,278,7,400Gbps,100ns
127,14,279,7,400Gbps,100ns
128,0,129,0,400Gbps,100ns
128,1,130,0,400Gbps,100ns
128,2,131,0,400Gbps,100ns
128,3,132,0,400Gbps,100ns
128,4,133,0,400Gbps,100ns
128,5,134,0,400Gbps,100ns
128,6,135,0,400Gbps,100ns
128,7,136,0,400Gbps,100ns
128,8,144,0,400Gbps,100ns
128,9,152,0,400Gbps,100ns
128,10,160,0,400Gbps,100ns
128,11,168,0,400Gbps,100ns
128,12,176,0,400Gbps,100ns
128,13,184,0,400Gbps,100ns
128,14,288,0,400Gbps,100ns
129,1,130,1,400Gbps,100ns
129,2,131,1,400Gbps,100ns
129,3,132,1,400Gbps,100ns
129,4,133,1,400Gbps,100ns
129,5,134,1,400Gbps,100ns
129,6,135,1,400Gbps,100ns
129,7,137,0,400Gbps,100ns
129,8,145,0,400Gbps,100ns
129,9,153,0,400Gbps,100ns
129,10,161,0,400Gbps,100ns
129,11,169,0,400Gbps,100ns
129,12,177,0,400Gbps,100ns
129,13,185,0,400Gbps,100ns
129,14,289,0,400Gbps,100ns
130,2,131,2,400Gbps,100ns
130,3,132,2,400Gbps,100ns
130,4,133,2,400Gbps,100ns
130,5,134,2,400Gbps,100ns
130,6,135,2,400Gbps,100ns
130,7,138,0,400Gbps,100ns
130,8,146,0,400Gbps,100ns
130,9,154,0,400Gbps,100ns
130,10,162,0,400Gbps,100ns
130,11,170,0,400Gbps,100ns
130,12,178,0,400Gbps,100ns
130,13,186,0,400Gbps,100ns
130,14,290,0,400Gbps,100ns
131,3,132,3,400Gbps,100ns
131,4,133,3,400Gbps,100ns
131,5,134,3,400Gbps,100ns
131,6,135,3,400Gbps,100ns
131,7,139,0,400Gbps,100ns
131,8,147,0,400Gbps,100ns
131,9,155,0,400Gbps,100ns
131,10,163,0,400Gbps,100ns
131,11,171,0,400Gbps,100ns
131,12,179,0,400Gbps,100ns
131,13,187,0,400Gbps,100ns
131,14,291,0,400Gbps,100ns
132,4,133,4,400Gbps,100ns
132,5,134,4,400Gbps,100ns
132,6,135,4,400Gbps,100ns
132,7,140,0,400Gbps,100ns
132,8,148,0,400Gbps,100ns
132,9,156,0,400Gbps,100ns
132,10,164,0,400Gbps,100ns
132,11,172,0,400Gbps,100ns
132,12,180,0,400Gbps,100ns
132,13,188,0,400Gbps,100ns
132,14,292,0,400Gbps,100ns
133,5,134,5,400Gbps,100ns
133,6,135,5,400Gbps,100ns
133,7,141,0,400Gbps,100ns
133,8,149,0,400Gbps,100ns
133,9,157,0,400Gbps,100ns
133,10,165,0,400Gbps,100ns
133,11,173,0,400Gbps,100ns
133,12,181,0,400Gbps,100ns
133,13,189,0,400Gbps,100ns
133,14,293,0,400Gbps,100ns
134,6,135,6,400Gbps,100ns
134,7,142,0,400Gbps,100ns
134,8,150,0,400Gbps,100ns
134,9,158,0,400Gbps,100ns
134,10,166,0,400Gbps,100ns
134,11,174,0,400Gbps,100ns
134,12,182,0,400Gbps,100ns
134,13,190,0,400Gbps,100ns
134,14,294,0,400Gbps,100ns
135,7,143,0,400Gbps,100ns
135,8,151,0,400Gbps,100ns
135,9,159,0,400Gbps,100ns
135,10,167,0,400Gbps,100ns
135,11,175,0,400Gbps,100ns
135,12,183,0,400Gbps,100ns
135,13,191,0,400Gbps,100ns
135,14,295,0,400Gbps,100ns
136,1,137,1,400Gbps,100ns
136,2,138,1,400Gbps,100ns
136,3,139,1,400Gbps,100ns
136,4,140,1,400Gbps,100ns
136,5,141,1,400Gbps,100ns
136,6,142,1,400Gbps,100ns
136,7,143,1,400Gbps,100ns
136,8,144,1,400Gbps,100ns
136,9,152,1,400Gbps,100ns
136,10,160,1,400Gbps,100ns
136,11,168,1,400Gbps,100ns
136,12,176,1,400Gbps,100ns
136,13,184,1,400Gbps,100ns
136,14,288,1,400Gbps,100ns
137,2,138,2,400Gbps,100ns
137,3,139,2,400Gbps,100ns
137,4,140,2,400Gbps,100ns
137,5,141,2,400Gbps,100ns
137,6,142,2,400Gbps,100ns
137,7,143,2,400Gbps,100ns
137,8,145,1,400Gbps,100ns
137,9,153,1,400Gbps,100ns
137,10,161,1,400Gbps,100ns
137,11,169,1,400Gbps,100ns
137,12,177,1,400Gbps,100ns
137,13,185,1,400Gbps,100ns
137,14,289,1,400Gbps,100ns
138,3,139,3,400Gbps,100ns
138,4,140,3,400Gbps,100ns
138,5,141,3,400Gbps,100ns
138,6,142,3,400Gbps,100ns
138,7,143,3,400Gbps,100ns
138,8,146,1,400Gbps,100ns
138,9,154,1,400Gbps,100ns
138,10,162,1,400Gbps,100ns
138,11,170,1,400Gbps,100ns
138,12,178,1,400Gbps,100ns
138,13,186,1,400Gbps,100ns
138,14,290,1,400Gbps,100ns
139,4,140,4,400Gbps,100ns
139,5,141,4,400Gbps,100ns
139,6,142,4,400Gbps,100ns
139,7,143,4,400Gbps,100ns
139,8,147,1,400Gbps,100ns
139,9,155,1,400Gbps,100ns
139,10,163,1,400Gbps,100ns
139,11,171,1,400Gbps,100ns
139,12,179,1,400Gbps,100ns
139,13,187,1,400Gbps,100ns
139,14,291,1,400Gbps,100ns
140,5,141,5,400Gbps,100ns
140,6,142,5,400Gbps,100ns
140,7,143,5,400Gbps,100ns
140,8,148,1,400Gbps,100ns
140,9,156,1,400Gbps,100ns
140,10,164,1,400Gbps,100ns
140,11,172,1,400Gbps,100ns
140,12,180,1,400Gbps,100ns
140,13,188,1,400Gbps,100ns
140,14,292,1,400Gbps,100ns
141,6,142,6,400Gbps,100ns
141,7,143,6,400Gbps,100ns
141,8,149,1,400Gbps,100ns
141,9,157,1,400Gbps,100ns
141,10,165,1,400Gbps,100ns
141,11,173,1,400Gbps,100ns
141,12,181,1,400Gbps,100ns
141,13,189,1,400Gbps,100ns
141,14,293,1,400Gbps,100ns
142,7,143,7,400Gbps,100ns
142,8,150,1,400Gbps,100ns
142,9,158,1,400Gbps,100ns
142,10,166,1,400Gbps,100ns
142,11,174,1,400Gbps,100ns
142,12,182,1,400Gbps,100ns
142,13,190,1,400Gbps,100ns
142,14,294,1,400Gbps,100ns
143,8,151,1,400Gbps,100ns
143,9,159,1,400Gbps,100ns
143,10,167,1,400Gbps,100ns
143,11,175,1,400Gbps,100ns
143,12,183,1,400Gbps,100ns
143,13,191,1,400Gbps,100ns
143,14,295,1,400Gbps,100ns
144,2,145,2,400Gbps,100ns
144,3,146,2,400Gbps,100ns
144,4,147,2,400Gbps,100ns
144,5,148,2,400Gbps,100ns
144,6,149,2,400Gbps,100ns
144,7,150,2,400Gbps,100ns
144,8,151,2,400Gbps,100ns
144,9,152,2,400Gbps,100ns
144,10,160,2,400Gbps,100ns
144,11,168,2,400Gbps,100ns
144,12,176,2,400Gbps,100ns
144,13,184,2,400Gbps,100ns
144,14,288,2,400Gbps,100ns
145,3,146,3,400Gbps,100ns
145,4,147,3,400Gbps,100ns
145,5,148,3,400Gbps,100ns
145,6,149,3,400Gbps,100ns
145,7,150,3,400Gbps,100ns
145,8,151,3,400Gbps,100ns
145,9,153,2,400Gbps,100ns
145,10,161,2,400Gbps,100ns
145,11,169,2,400Gbps,100ns
145,12,177,2,400Gbps,100ns
145,13,185,2,400Gbps,100ns
145,14,289,2,400Gbps,100ns
146,4,147,4,400Gbps,100ns
146,5,148,4,400Gbps,100ns
146,6,149,4,400Gbps,100ns
146,7,150,4,400Gbps,100ns
146,8,151,4,400Gbps,100ns
146,9,154,2,400Gbps,100ns
146,10,162,2,400Gbps,100ns
146,11,170,2,400Gbps,100ns
146,12,178,2,400Gbps,100ns
146,13,186,2,400Gbps,100ns
146,14,290,2,400Gbps,100ns
147,5,148,5,400Gbps,100ns
147,6,149,5,400Gbps,100ns
147,7,150,5,400Gbps,100ns
147,8,151,5,400Gbps,100ns
147,9,155,2,400Gbps,100ns
147,10,163,2,400Gbps,100ns
147,11,171,2,400Gbps,100ns
147,12,179,2,400Gbps,100ns
147,13,187,2,400Gbps,100ns
147,14,291,2,400Gbps,100ns
148,6,149,6,400Gbps,100ns
148,7,150,6,400Gbps,100ns
148,8,151,6,400Gbps,100ns
148,9,156,2,400Gbps,100ns
148,10,164,2,400Gbps,100ns
148,11,172,2,400Gbps,100ns
148,12,180,2,400Gbps,100ns
148,13,188,2,400Gbps,100ns
148,14,292,2,400Gbps,100ns
149,7,150,7,400Gbps,100ns
149,8,151,7,400Gbps,100ns
149,9,157,2,400Gbps,100ns
149,10,165,2,400Gbps,100ns
149,11,173,2,400Gbps,100ns
149,12,181,2,400Gbps,100ns
149,13,189,2,400Gbps,100ns
149,14,293,2,400Gbps,100ns
150,8,151,8,400Gbps,100ns
150,9,158,2,400Gbps,100ns
150,10,166,2,400Gbps,100ns
150,11,174,2,400Gbps,100ns
150,12,182,2,400Gbps,100ns
150,13,190,2,400Gbps,100ns
150,14,294,2,400Gbps,100ns
151,9,159,2,400Gbps,100ns
151,10,167,2,400Gbps,100ns
151,11,175,2,400Gbps,100ns
151,12,183,2,400Gbps,100ns
151,13,191,2,400Gbps,100ns
151,14,295,2,400Gbps,100ns
152,3,153,3,400Gbps,100ns
152,4,154,3,400Gbps,100ns
152,5,155,3,400Gbps,100ns
152,6,156,3,400Gbps,100ns
152,7,157,3,400Gbps,100ns
152,8,158,3,400Gbps,100ns
152,9,159,3,400Gbps,100ns
152,10,160,3,400Gbps,100ns
152,11,168,3,400Gbps,100ns
152,12,176,3,400Gbps,100ns
152,13,184,3,400Gbps,100ns
152,14,288,3,400Gbps,100ns
153,4,154,4,400Gbps,100ns
153,5,155,4,400Gbps,100ns
153,6,156,4,400Gbps,100ns
153,7,157,4,400Gbps,100ns
153,8,158,4,400Gbps,100ns
153,9,159,4,400Gbps,100ns
153,10,161,3,400Gbps,100ns
153,11,169,3,400Gbps,100ns
153,12,177,3,400Gbps,100ns
153,13,185,3,400Gbps,100ns
153,14,289,3,400Gbps,100ns
154,5,155,5,400Gbps,100ns
154,6,156,5,400Gbps,100ns
154,7,157,5,400Gbps,100ns
154,8,158,5,400Gbps,100ns
154,9,159,5,400Gbps,100ns
154,10,162,3,400Gbps,100ns
154,11,170,3,400Gbps,100ns
154,12,178,3,400Gbps,100ns
154,13,186,3,400Gbps,100ns
154,14,290,3,400Gbps,100ns
155,6,156,6,400Gbps,100ns
155,7,157,6,400Gbps,100ns
155,8,158,6,400Gbps,100ns
155,9,159,6,400Gbps,100ns
155,10,163,3,400Gbps,100ns
155,11,171,3,400Gbps,100ns
155,12,179,3,400Gbps,100ns
155,13,187,3,400Gbps,100ns
155,14,291,3,400Gbps,100ns
156,7,157,7,400Gbps,100ns
156,8,158,7,400Gbps,100ns
156,9,159,7,400Gbps,100ns
156,10,164,3,400Gbps,100ns
156,11,172,3,400Gbps,100ns
156,12,180,3,400Gbps,100ns
156,13,188,3,400Gbps,100ns
156,14,292,3,400Gbps,100ns
157,8,158,8,400Gbps,100ns
157,9,159,8,400Gbps,100ns
157,10,165,3,400Gbps,100ns
157,11,173,3,400Gbps,100ns
157,12,181,3,400Gbps,100ns
157,13,189,3,400Gbps,100ns
157,14,293,3,400Gbps,100ns
158,9,159,9,400Gbps,100ns
158,10,166,3,400Gbps,100ns
158,11,174,3,400Gbps,100ns
158,12,182,3,400Gbps,100ns
158,13,190,3,400Gbps,100ns
158,14,294,3,400Gbps,100ns
159,10,167,3,400Gbps,100ns
159,11,175,3,400Gbps,100ns
159,12,183,3,400Gbps,100ns
159,13,191,3,400Gbps,100ns
159,14,295,3,400Gbps,100ns
160,4,161,4,400Gbps,100ns
160,5,162,4,400Gbps,100ns
160,6,163,4,400Gbps,100ns
160,7,164,4,400Gbps,100ns
160,8,165,4,400Gbps,100ns
160,9,166,4,400Gbps,100ns
160,10,167,4,400Gbps,100ns
160,11,168,4,400Gbps,100ns
160,12,176,4,400Gbps,100ns
160,13,184,4,400Gbps,100ns
160,14,288,4,400Gbps,100ns
161,5,162,5,400Gbps,100ns
161,6,163,5,400Gbps,100ns
161,7,164,5,400Gbps,100ns
161,8,165,5,400Gbps,100ns
161,9,166,5,400Gbps,100ns
161,10,167,5,400Gbps,100ns
161,11,169,4,400Gbps,100ns
161,12,177,4,400Gbps,100ns
161,13,185,4,400Gbps,100ns
161,14,289,4,400Gbps,100ns
162,6,163,6,400Gbps,100ns
162,7,164,6,400Gbps,100ns
162,8,165,6,400Gbps,100ns
162,9,166,6,400Gbps,100ns
162,10,167,6,400Gbps,100ns
162,11,170,4,400Gbps,100ns
162,12,178,4,400Gbps,100ns
162,13,186,4,400Gbps,100ns
162,14,290,4,400Gbps,100ns
163,7,164,7,400Gbps,100ns
163,8,165,7,400Gbps,100ns
163,9,166,7,400Gbps,100ns
163,10,167,7,400Gbps,100ns
163,11,171,4,400Gbps,100ns
163,12,179,4,400Gbps,100ns
163,13,187,4,400Gbps,100ns
163,14,291,4,400Gbps,100ns
164,8,165,8,400Gbps,100ns
164,9,166,8,400Gbps,100ns
164,10,167,8,400Gbps,100ns
164,11,172,4,400Gbps,100ns
164,12,180,4,400Gbps,100ns
164,13,188,4,400Gbps,100ns
164,14,292,4,400Gbps,100ns
165,9,166,9,400Gbps,100ns
165,10,167,9,400Gbps,100ns
165,11,173,4,400Gbps,100ns
165,12,181,4,400Gbps,100ns
165,13,189,4,400Gbps,100ns
165,14,293,4,400Gbps,100ns
166,10,167,10,400Gbps,100ns
166,11,174,4,400Gbps,100ns
166,12,182,4,400Gbps,100ns
166,13,190,4,400Gbps,100ns
166,14,294,4,400Gbps,100ns
167,11,175,4,400Gbps,100ns
167,12,183,4,400Gbps,100ns
167,13,191,4,400Gbps,100ns
167,14,295,4,400Gbps,100ns
168,5,169,5,400Gbps,100ns
168,6,170,5,400Gbps,100ns
168,7,171,5,400Gbps,100ns
168,8,172,5,400Gbps,100ns
168,9,173,5,400Gbps,100ns
168,10,174,5,400Gbps,100ns
168,11,175,5,400Gbps,100ns
168,12,176,5,400Gbps,100ns
168,13,184,5,400Gbps,100ns
168,14,288,5,400Gbps,100ns
169,6,170,6,400Gbps,100ns
169,7,171,6,400Gbps,100ns
169,8,172,6,400Gbps,100ns
169,9,173,6,400Gbps,100ns
169,10,174,6,400Gbps,100ns
169,11,175,6,400Gbps,100ns
169,12,177,5,400Gbps,100ns
169,13,185,5,400Gbps,100ns
169,14,289,5,400Gbps,100ns
170,7,171,7,400Gbps,100ns
170,8,172,7,400Gbps,100ns
170,9,173,7,400Gbps,100ns
170,10,174,7,400Gbps,100ns
170,11,175,7,400Gbps,100ns
170,12,178,5,400Gbps,100ns
170,13,186,5,400Gbps,100ns
170,14,290,5,400Gbps,100ns
171,8,172,8,400Gbps,100ns
171,9,173,8,400Gbps,100ns
171,10,174,8,400Gbps,100ns
171,11,175,8,400Gbps,100ns
171,12,179,5,400Gbps,100ns
171,13,187,5,400Gbps,100ns
171,14,291,5,400Gbps,100ns
172,9,173,9,400Gbps,100ns
172,10,174,9,400Gbps,100ns
172,11,175,9,400Gbps,100ns
172,12,180,5,400Gbps,100ns
172,13,188,5,400Gbps,100ns
172,14,292,5,400Gbps,100ns
173,10,174,10,400Gbps,100ns
173,11,175,10,400Gbps,100ns
173,12,181,5,400Gbps,100ns
173,13,189,5,400Gbps,100ns
173,14,293,5,400Gbps,100ns
174,11,175,11,400Gbps,100ns
174,12,182,5,400Gbps,100ns
174,13,190,5,400Gbps,100ns
174,14,294,5,400Gbps,100ns
175,12,183,5,400Gbps,100ns
175,13,191,5,400Gbps,100ns
175,14,295,5,400Gbps,100ns
176,6,177,6,400Gbps,100ns
176,7,178,6,400Gbps,100ns
176,8,179,6,400Gbps,100ns
176,9,180,6,400Gbps,100ns
176,10,181,6,400Gbps,100ns
176,11,182,6,400Gbps,100ns
176,12,183,6,400Gbps,100ns
176,13,184,6,400Gbps,100ns
176,14,288,6,400Gbps,100ns
177,7,178,7,400Gbps,100ns
177,8,179,7,400Gbps,100ns
177,9,180,7,400Gbps,100ns
177,10,181,7,400Gbps,100ns
177,11,182,7,400Gbps,100ns
177,12,183,7,400Gbps,100ns
177,13,185,6,400Gbps,100ns
177,14,289,6,400Gbps,100ns
178,8,179,8,400Gbps,100ns
178,9,180,8,400Gbps,100ns
178,10,181,8,400Gbps,100ns
178,11,182,8,400Gbps,100ns
178,12,183,8,400Gbps,100ns
178,13,186,6,400Gbps,100ns
178,14,290,6,400Gbps,100ns
179,9,180,9,400Gbps,100ns
179,10,181,9,400Gbps,100ns
179,11,182,9,400Gbps,100ns
179,12,183,9,400Gbps,100ns
179,13,187,6,400Gbps,100ns
179,14,291,6,400Gbps,100ns
180,10,181,10,400Gbps,100ns
180,11,182,10,400Gbps,100ns
180,12,183,10,400Gbps,100ns
180,13,188,6,400Gbps,100ns
180,14,292,6,400Gbps,100ns
181,11,182,11,400Gbps,100ns
181,12,183,11,400Gbps,100ns
181,13,189,6,400Gbps,100ns
181,14,293,6,400Gbps,100ns
182,12,183,12,400Gbps,100ns
182,13,190,6,400Gbps,100ns
182,14,294,6,400Gbps,100ns
183,13,191,6,400Gbps,100ns
183,14,295,6,400Gbps,100ns
184,7,185,7,400Gbps,100ns
184,8,186,7,400Gbps,100ns
184,9,187,7,400Gbps,100ns
184,10,188,7,400Gbps,100ns
184,11,189,7,400Gbps,100ns
184,12,190,7,400Gbps,100ns
184,13,191,7,400Gbps,100ns
184,14,288,7,400Gbps,100ns
185,8,186,8,400Gbps,100ns
185,9,187,8,400Gbps,100ns
185,10,188,8,400Gbps,100ns
185,11,189,8,400Gbps,100ns
185,12,190,8,400Gbps,100ns
185,13,191,8,400Gbps,100ns
185,14,289,7,400Gbps,100ns
186,9,187,9,400Gbps,100ns
186,10,188,9,400Gbps,100ns
186,11,189,9,400Gbps,100ns
186,12,190,9,400Gbps,100ns
186,13,191,9,400Gbps,100ns
186,14,290,7,400Gbps,100ns
187,10,188,10,400Gbps,100ns
187,11,189,10,400Gbps,100ns
187,12,190,10,400Gbps,100ns
187,13,191,10,400Gbps,100ns
187,14,291,7,400Gbps,100ns
188,11,189,11,400Gbps,100ns
188,12,190,11,400Gbps,100ns
188,13,191,11,400Gbps,100ns
188,14,292,7,400Gbps,100ns
189,12,190,12,400Gbps,100ns
189,13,191,12,400Gbps,100ns
189,14,293,7,400Gbps,100ns
190,13,191,13,400Gbps,100ns
190,14,294,7,400Gbps,100ns
191,14,295,7,400Gbps,100ns
192,0,193,0,400Gbps,100ns
192,1,194,0,400Gbps,100ns
192,2,195,0,400Gbps,100ns
192,3,196,0,400Gbps,100ns
192,4,197,0,400Gbps,100ns
192,5,198,0,400Gbps,100ns
192,6,199,0,400Gbps,100ns
192,7,200,0,400Gbps,100ns
192,8,208,0,400Gbps,100ns
