nodeId1,portId1,nodeId2,portId2,bandwidth,delay
192,9,216,0,400Gbps,100ns
192,10,224,0,400Gbps,100ns
192,11,232,0,400Gbps,100ns
192,12,240,0,400Gbps,100ns
192,13,248,0,400Gbps,100ns
192,14,304,0,400Gbps,100ns
193,1,194,1,400Gbps,100ns
193,2,195,1,400Gbps,100ns
193,3,196,1,400Gbps,100ns
193,4,197,1,400Gbps,100ns
193,5,198,1,400Gbps,100ns
193,6,199,1,400Gbps,100ns
193,7,201,0,400Gbps,100ns
193,8,209,0,400Gbps,100ns
193,9,217,0,400Gbps,100ns
193,10,225,0,400Gbps,100ns
193,11,233,0,400Gbps,100ns
193,12,241,0,400Gbps,100ns
193,13,249,0,400Gbps,100ns
193,14,305,0,400Gbps,100ns
194,2,195,2,400Gbps,100ns
194,3,196,2,400Gbps,100ns
194,4,197,2,400Gbps,100ns
194,5,198,2,400Gbps,100ns
194,6,199,2,400Gbps,100ns
194,7,202,0,400Gbps,100ns
194,8,210,0,400Gbps,100ns
194,9,218,0,400Gbps,100ns
194,10,226,0,400Gbps,100ns
194,11,234,0,400Gbps,100ns
194,12,242,0,400Gbps,100ns
194,13,250,0,400Gbps,100ns
194,14,306,0,400Gbps,100ns
195,3,196,3,400Gbps,100ns
195,4,197,3,400Gbps,100ns
195,5,198,3,400Gbps,100ns
195,6,199,3,400Gbps,100ns
195,7,203,0,400Gbps,100ns
195,8,211,0,400Gbps,100ns
195,9,219,0,400Gbps,100ns
195,10,227,0,400Gbps,100ns
195,11,235,0,400Gbps,100ns
195,12,243,0,400Gbps,100ns
195,13,251,0,400Gbps,100ns
195,14,307,0,400Gbps,100ns
196,4,197,4,400Gbps,100ns
196,5,198,4,400Gbps,100ns
196,6,199,4,400Gbps,100ns
196,7,204,0,400Gbps,100ns
196,8,212,0,400Gbps,100ns
196,9,220,0,400Gbps,100ns
196,10,228,0,400Gbps,100ns
196,11,236,0,400Gbps,100ns
196,12,244,0,400Gbps,100ns
196,13,252,0,400Gbps,100ns
196,14,308,0,400Gbps,100ns
197,5,198,5,400Gbps,100ns
197,6,199,5,400Gbps,100ns
197,7,205,0,400Gbps,100ns
197,8,213,0,400Gbps,100ns
197,9,221,0,400Gbps,100ns
197,10,229,0,400Gbps,100ns
197,11,237,0,400Gbps,100ns
197,12,245,0,400Gbps,100ns
197,13,253,0,400Gbps,100ns
197,14,309,0,400Gbps,100ns
198,6,199,6,400Gbps,100ns
198,7,206,0,400Gbps,100ns
198,8,214,0,400Gbps,100ns
198,9,222,0,400Gbps,100ns
198,10,230,0,400Gbps,100ns
198,11,238,0,400Gbps,100ns
198,12,246,0,400Gbps,100ns
198,13,254,0,400Gbps,100ns
198,14,310,0,400Gbps,100ns
199,7,207,0,400Gbps,100ns
199,8,215,0,400Gbps,100ns
199,9,223,0,400Gbps,100ns
199,10,231,0,400Gbps,100ns
199,11,239,0,400Gbps,100ns
199,12,247,0,400Gbps,100ns
199,13,255,0,400Gbps,100ns
199,14,311,0,400Gbps,100ns
200,1,201,1,400Gbps,100ns
200,2,202,1,400Gbps,100ns
200,3,203,1,400Gbps,100ns
200,4,204,1,400Gbps,100ns
200,5,205,1,400Gbps,100ns
200,6,206,1,400Gbps,100ns
200,7,207,1,400Gbps,100ns
200,8,208,1,400Gbps,100ns
200,9,216,1,400Gbps,100ns
200,10,224,1,400Gbps,100ns
200,11,232,1,400Gbps,100ns
200,12,240,1,400Gbps,100ns
200,13,248,1,400Gbps,100ns
200,14,304,1,400Gbps,100ns
201,2,202,2,400Gbps,100ns
201,3,203,2,400Gbps,100ns
201,4,204,2,400Gbps,100ns
201,5,205,2,400Gbps,100ns
201,6,206,2,400Gbps,100ns
201,7,207,2,400Gbps,100ns
201,8,209,1,400Gbps,100ns
201,9,217,1,400Gbps,100ns
201,10,225,1,400Gbps,100ns
201,11,233,1,400Gbps,100ns
201,12,241,1,400Gbps,100ns
201,13,249,1,400Gbps,100ns
201,14,305,1,400Gbps,100ns
202,3,203,3,400Gbps,100ns
202,4,204,3,400Gbps,100ns
202,5,205,3,400Gbps,100ns
202,6,206,3,400Gbps,100ns
202,7,207,3,400Gbps,100ns
202,8,210,1,400Gbps,100ns
202,9,218,1,400Gbps,100ns
202,10,226,1,400Gbps,100ns
202,11,234,1,400Gbps,100ns
202,12,242,1,400Gbps,100ns
202,13,250,1,400Gbps,100ns
202,14,306,1,400Gbps,100ns
203,4,204,4,400Gbps,100ns
203,5,205,4,400Gbps,100ns
203,6,206,4,400Gbps,100ns
203,7,207,4,400Gbps,100ns
203,8,211,1,400Gbps,100ns
203,9,219,1,400Gbps,100ns
203,10,227,1,400Gbps,100ns
203,11,235,1,400Gbps,100ns
203,12,243,1,400Gbps,100ns
203,13,251,1,400Gbps,100ns
203,14,307,1,400Gbps,100ns
204,5,205,5,400Gbps,100ns
204,6,206,5,400Gbps,100ns
204,7,207,5,400Gbps,100ns
204,8,212,1,400Gbps,100ns
204,9,220,1,400Gbps,100ns
204,10,228,1,400Gbps,100ns
204,11,236,1,400Gbps,100ns
204,12,244,1,400Gbps,100ns
204,13,252,1,400Gbps,100ns
204,14,308,1,400Gbps,100ns
205,6,206,6,400Gbps,100ns
205,7,207,6,400Gbps,100ns
205,8,213,1,400Gbps,100ns
205,9,221,1,400Gbps,100ns
205,10,229,1,400Gbps,100ns
205,11,237,1,400Gbps,100ns
205,12,245,1,400Gbps,100ns
205,13,253,1,400Gbps,100ns
205,14,309,1,400Gbps,100ns
206,7,207,7,400Gbps,100ns
206,8,214,1,400Gbps,100ns
206,9,222,1,400Gbps,100ns
206,10,230,1,400Gbps,100ns
206,11,238,1,400Gbps,100ns
206,12,246,1,400Gbps,100ns
206,13,254,1,400Gbps,100ns
206,14,310,1,400Gbps,100ns
207,8,215,1,400Gbps,100ns
207,9,223,1,400Gbps,100ns
207,10,231,1,400Gbps,100ns
207,11,239,1,400Gbps,100ns
207,12,247,1,400Gbps,100ns
207,13,255,1,400Gbps,100ns
207,14,311,1,400Gbps,100ns
208,2,209,2,400Gbps,100ns
208,3,210,2,400Gbps,100ns
208,4,211,2,400Gbps,100ns
208,5,212,2,400Gbps,100ns
208,6,213,2,400Gbps,100ns
208,7,214,2,400Gbps,100ns
208,8,215,2,400Gbps,100ns
208,9,216,2,400Gbps,100ns
208,10,224,2,400Gbps,100ns
208,11,232,2,400Gbps,100ns
208,12,240,2,400Gbps,100ns
208,13,248,2,400Gbps,100ns
208,14,304,2,400Gbps,100ns
209,3,210,3,400Gbps,100ns
209,4,211,3,400Gbps,100ns
209,5,212,3,400Gbps,100ns
209,6,213,3,400Gbps,100ns
209,7,214,3,400Gbps,100ns
209,8,215,3,400Gbps,100ns
209,9,217,2,400Gbps,100ns
209,10,225,2,400Gbps,100ns
209,11,233,2,400Gbps,100ns
209,12,241,2,400Gbps,100ns
209,13,249,2,400Gbps,100ns
209,14,305,2,400Gbps,100ns
210,4,211,4,400Gbps,100ns
210,5,212,4,400Gbps,100ns
210,6,213,4,400Gbps,100ns
210,7,214,4,400Gbps,100ns
210,8,215,4,400Gbps,100ns
210,9,218,2,400Gbps,100ns
210,10,226,2,400Gbps,100ns
210,11,234,2,400Gbps,100ns
210,12,242,2,400Gbps,100ns
210,13,250,2,400Gbps,100ns
210,14,306,2,400Gbps,100ns
211,5,212,5,400Gbps,100ns
211,6,213,5,400Gbps,100ns
211,7,214,5,400Gbps,100ns
211,8,215,5,400Gbps,100ns
211,9,219,2,400Gbps,100ns
211,10,227,2,400Gbps,100ns
211,11,235,2,400Gbps,100ns
211,12,243,2,400Gbps,100ns
211,13,251,2,400Gbps,100ns
211,14,307,2,400Gbps,100ns
212,6,213,6,400Gbps,100ns
212,7,214,6,400Gbps,100ns
212,8,215,6,400Gbps,100ns
212,9,220,2,400Gbps,100ns
212,10,228,2,400Gbps,100ns
212,11,236,2,400Gbps,100ns
212,12,244,2,400Gbps,100ns
212,13,252,2,400Gbps,100ns
212,14,308,2,400Gbps,100ns
213,7,214,7,400Gbps,100ns
213,8,215,7,400Gbps,100ns
213,9,221,2,400Gbps,100ns
213,10,229,2,400Gbps,100ns
213,11,237,2,400Gbps,100ns
213,12,245,2,400Gbps,100ns
213,13,253,2,400Gbps,100ns
213,14,309,2,400Gbps,100ns
214,8,215,8,400Gbps,100ns
214,9,222,2,400Gbps,100ns
214,10,230,2,400Gbps,100ns
214,11,238,2,400Gbps,100ns
214,12,246,2,400Gbps,100ns
214,13,254,2,400Gbps,100ns
214,14,310,2,400Gbps,100ns
215,9,223,2,400Gbps,100ns
215,10,231,2,400Gbps,100ns
215,11,239,2,400Gbps,100ns
215,12,247,2,400Gbps,100ns
215,13,255,2,400Gbps,100ns
215,14,311,2,400Gbps,100ns
216,3,217,3,400Gbps,100ns
216,4,218,3,400Gbps,100ns
216,5,219,3,400Gbps,100ns
216,6,220,3,400Gbps,100ns
216,7,221,3,400Gbps,100ns
216,8,222,3,400Gbps,100ns
216,9,223,3,400Gbps,100ns
216,10,224,3,400Gbps,100ns
216,11,232,3,400Gbps,100ns
216,12,240,3,400Gbps,100ns
216,13,248,3,400Gbps,100ns
216,14,304,3,400Gbps,100ns
217,4,218,4,400Gbps,100ns
217,5,219,4,400Gbps,100ns
217,6,220,4,400Gbps,100ns
217,7,221,4,400Gbps,100ns
217,8,222,4,400Gbps,100ns
217,9,223,4,400Gbps,100ns
217,10,225,3,400Gbps,100ns
217,11,233,3,400Gbps,100ns
217,12,241,3,400Gbps,100ns
217,13,249,3,400Gbps,100ns
217,14,305,3,400Gbps,100ns
218,5,219,5,400Gbps,100ns
218,6,220,5,400Gbps,100ns
218,7,221,5,400Gbps,100ns
218,8,222,5,400Gbps,100ns
218,9,223,5,400Gbps,100ns
218,10,226,3,400Gbps,100ns
218,11,234,3,400Gbps,100ns
218,12,242,3,400Gbps,100ns
218,13,250,3,400Gbps,100ns
218,14,306,3,400Gbps,100ns
219,6,220,6,400Gbps,100ns
219,7,221,6,400Gbps,100ns
219,8,222,6,400Gbps,100ns
219,9,223,6,400Gbps,100ns
219,10,227,3,400Gbps,100ns
219,11,235,3,400Gbps,100ns
219,12,243,3,400Gbps,100ns
219,13,251,3,400Gbps,100ns
219,14,307,3,400Gbps,100ns
220,7,221,7,400Gbps,100ns
220,8,222,7,400Gbps,100ns
220,9,223,7,400Gbps,100ns
220,10,228,3,400Gbps,100ns
220,11,236,3,400Gbps,100ns
220,12,244,3,400Gbps,100ns
220,13,252,3,400Gbps,100ns
220,14,308,3,400Gbps,100ns
221,8,222,8,400Gbps,100ns
221,9,223,8,400Gbps,100ns
221,10,229,3,400Gbps,100ns
221,11,237,3,400Gbps,100ns
221,12,245,3,400Gbps,100ns
221,13,253,3,400Gbps,100ns
221,14,309,3,400Gbps,100ns
222,9,223,9,400Gbps,100ns
222,10,230,3,400Gbps,100ns
222,11,238,3,400Gbps,100ns
222,12,246,3,400Gbps,100ns
222,13,254,3,400Gbps,100ns
222,14,310,3,400Gbps,100ns
223,10,231,3,400Gbps,100ns
223,11,239,3,400Gbps,100ns
223,12,247,3,400Gbps,100ns
223,13,255,3,400Gbps,100ns
223,14,311,3,400Gbps,100ns
224,4,225,4,400Gbps,100ns
224,5,226,4,400Gbps,100ns
224,6,227,4,400Gbps,100ns
224,7,228,4,400Gbps,100ns
224,8,229,4,400Gbps,100ns
224,9,230,4,400Gbps,100ns
224,10,231,4,400Gbps,100ns
224,11,232,4,400Gbps,100ns
224,12,240,4,400Gbps,100ns
224,13,248,4,400Gbps,100ns
224,14,304,4,400Gbps,100ns
225,5,226,5,400Gbps,100ns
225,6,227,5,400Gbps,100ns
225,7,228,5,400Gbps,100ns
225,8,229,5,400Gbps,100ns
225,9,230,5,400Gbps,100ns
225,10,231,5,400Gbps,100ns
225,11,233,4,400Gbps,100ns
225,12,241,4,400Gbps,100ns
225,13,249,4,400Gbps,100ns
225,14,305,4,400Gbps,100ns
226,6,227,6,400Gbps,100ns
226,7,228,6,400Gbps,100ns
226,8,229,6,400Gbps,100ns
226,9,230,6,400Gbps,100ns
226,10,231,6,400Gbps,100ns
226,11,234,4,400Gbps,100ns
226,12,242,4,400Gbps,100ns
226,13,250,4,400Gbps,100ns
226,14,306,4,400Gbps,100ns
227,7,228,7,400Gbps,100ns
227,8,229,7,400Gbps,100ns
227,9,230,7,400Gbps,100ns
227,10,231,7,400Gbps,100ns
227,11,235,4,400Gbps,100ns
227,12,243,4,400Gbps,100ns
227,13,251,4,400Gbps,100ns
227,14,307,4,400Gbps,100ns
228,8,229,8,400Gbps,100ns
228,9,230,8,400Gbps,100ns
228,10,231,8,400Gbps,100ns
228,11,236,4,400Gbps,100ns
228,12,244,4,400Gbps,100ns
228,13,252,4,400Gbps,100ns
228,14,308,4,400Gbps,100ns
229,9,230,9,400Gbps,100ns
229,10,231,9,400Gbps,100ns
229,11,237,4,400Gbps,100ns
229,12,245,4,400Gbps,100ns
229,13,253,4,400Gbps,100ns
229,14,309,4,400Gbps,100ns
230,10,231,10,400Gbps,100ns
230,11,238,4,400Gbps,100ns
230,12,246,4,400Gbps,100ns
230,13,254,4,400Gbps,100ns
230,14,310,4,400Gbps,100ns
231,11,239,4,400Gbps,100ns
231,12,247,4,400Gbps,100ns
231,13,255,4,400Gbps,100ns
231,14,311,4,400Gbps,100ns
232,5,233,5,400Gbps,100ns
232,6,234,5,400Gbps,100ns
232,7,235,5,400Gbps,100ns
232,8,236,5,400Gbps,100ns
232,9,237,5,400Gbps,100ns
232,10,238,5,400Gbps,100ns
232,11,239,5,400Gbps,100ns
232,12,240,5,400Gbps,100ns
232,13,248,5,400Gbps,100ns
232,14,304,5,400Gbps,100ns
233,6,234,6,400Gbps,100ns
233,7,235,6,400Gbps,100ns
233,8,236,6,400Gbps,100ns
233,9,237,6,400Gbps,100ns
233,10,238,6,400Gbps,100ns
233,11,239,6,400Gbps,100ns
233,12,241,5,400Gbps,100ns
233,13,249,5,400Gbps,100ns
233,14,305,5,400Gbps,100ns
234,7,235,7,400Gbps,100ns
234,8,236,7,400Gbps,100ns
234,9,237,7,400Gbps,100ns
234,10,238,7,400Gbps,100ns
234,11,239,7,400Gbps,100ns
234,12,242,5,400Gbps,100ns
234,13,250,5,400Gbps,100ns
234,14,306,5,400Gbps,100ns
235,8,236,8,400Gbps,100ns
235,9,237,8,400Gbps,100ns
235,10,238,8,400Gbps,100ns
235,11,239,8,400Gbps,100ns
235,12,243,5,400Gbps,100ns
235,13,251,5,400Gbps,100ns
235,14,307,5,400Gbps,100ns
236,9,237,9,400Gbps,100ns
236,10,238,9,400Gbps,100ns
236,11,239,9,400Gbps,100ns
236,12,244,5,400Gbps,100ns
236,13,252,5,400Gbps,100ns
236,14,308,5,400Gbps,100ns
237,10,238,10,400Gbps,100ns
237,11,239,10,400Gbps,100ns
237,12,245,5,400Gbps,100ns
237,13,253,5,400Gbps,100ns
237,14,309,5,400Gbps,100ns
238,11,239,11,400Gbps,100ns
238,12,246,5,400Gbps,100ns
238,13,254,5,400Gbps,100ns
238,14,310,5,400Gbps,100ns
239,12,247,5,400Gbps,100ns
239,13,255,5,400Gbps,100ns
239,14,311,5,400Gbps,100ns
240,6,241,6,400Gbps,100ns
240,7,242,6,400Gbps,100ns
240,8,243,6,400Gbps,100ns
240,9,244,6,400Gbps,100ns
240,10,245,6,400Gbps,100ns
240,11,246,6,400Gbps,100ns
240,12,247,6,400Gbps,100ns
240,13,248,6,400Gbps,100ns
240,14,304,6,400Gbps,100ns
241,7,242,7,400Gbps,100ns
241,8,243,7,400Gbps,100ns
241,9,244,7,400Gbps,100ns
241,10,245,7,400Gbps,100ns
241,11,246,7,400Gbps,100ns
241,12,247,7,400Gbps,100ns
241,13,249,6,400Gbps,100ns
241,14,305,6,400Gbps,100ns
242,8,243,8,400Gbps,100ns
242,9,244,8,400Gbps,100ns
242,10,245,8,400Gbps,100ns
242,11,246,8,400Gbps,100ns
242,12,247,8,400Gbps,100ns
242,13,250,6,400Gbps,100ns
242,14,306,6,400Gbps,100ns
243,9,244,9,400Gbps,100ns
243,10,245,9,400Gbps,100ns
243,11,246,9,400Gbps,100ns
243,12,247,9,400Gbps,100ns
243,13,251,6,400Gbps,100ns
243,14,307,6,400Gbps,100ns
244,10,245,10,400Gbps,100ns
244,11,246,10,400Gbps,100ns
244,12,247,10,400Gbps,100ns
244,13,252,6,400Gbps,100ns
244,14,308,6,400Gbps,100ns
245,11,246,11,400Gbps,100ns
245,12,247,11,400Gbps,100ns
245,13,253,6,400Gbps,100ns
245,14,309,6,400Gbps,100ns
246,12,247,12,400Gbps,100ns
246,13,254,6,400Gbps,100ns
246,14,310,6,400Gbps,100ns
247,13,255,6,400Gbps,100ns
247,14,311,6,400Gbps,100ns
248,7,249,7,400Gbps,100ns
248,8,250,7,400Gbps,100ns
248,9,251,7,400Gbps,100ns
248,10,252,7,400Gbps,100ns
248,11,253,7,400Gbps,100ns
248,12,254,7,400Gbps,100ns
248,13,255,7,400Gbps,100ns
248,14,304,7,400Gbps,100ns
249,8,250,8,400Gbps,100ns
249,9,251,8,400Gbps,100ns
249,10,252,8,400Gbps,100ns
249,11,253,8,400Gbps,100ns
249,12,254,8,400Gbps,100ns
249,13,255,8,400Gbps,100ns
249,14,305,7,400Gbps,100ns
250,9,251,9,400Gbps,100ns
250,10,252,9,400Gbps,100ns
250,11,253,9,400Gbps,100ns
250,12,254,9,400Gbps,100ns
250,13,255,9,400Gbps,100ns
250,14,306,7,400Gbps,100ns
251,10,252,10,400Gbps,100ns
251,11,253,10,400Gbps,100ns
251,12,254,10,400Gbps,100ns
251,13,255,10,400Gbps,100ns
251,14,307,7,400Gbps,100ns
252,11,253,11,400Gbps,100ns
252,12,254,11,400Gbps,100ns
252,13,255,11,400Gbps,100ns
252,14,308,7,400Gbps,100ns
253,12,254,12,400Gbps,100ns
253,13,255,12,400Gbps,100ns
253,14,309,7,400Gbps,100ns
254,13,255,13,400Gbps,100ns
254,14,310,7,400Gbps,100ns
255,14,311,7,400Gbps,100ns
256,8,264,0,400Gbps,100ns
256,9,265,0,400Gbps,100ns
256,10,266,0,400Gbps,100ns
256,11,267,0,400Gbps,100ns
256,12,268,0,400Gbps,100ns
256,13,269,0,400Gbps,100ns
256,14,270,0,400Gbps,100ns
256,15,271,0,400Gbps,100ns
257,8,264,1,400Gbps,100ns
257,9,265,1,400Gbps,100ns
257,10,266,1,400Gbps,100ns
257,11,267,1,400Gbps,100ns
257,12,268,1,400Gbps,100ns
257,13,269,1,400Gbps,100ns
257,14,270,1,400Gbps,100ns
257,15,271,1,400Gbps,100ns
258,8,264,2,400Gbps,100ns
258,9,265,2,400Gbps,100ns
258,10,266,2,400Gbps,100ns
258,11,267,2,400Gbps,100ns
258,12,268,2,400Gbps,100ns
258,13,269,2,400Gbps,100ns
258,14,270,2,400Gbps,100ns
258,15,271,2,400Gbps,100ns
259,8,264,3,400Gbps,100ns
259,9,265,3,400Gbps,100ns
259,10,266,3,400Gbps,100ns
259,11,267,3,400Gbps,100ns
259,12,268,3,400Gbps,100ns
259,13,269,3,400Gbps,100ns
259,14,270,3,400Gbps,100ns
259,15,271,3,400Gbps,100ns
260,8,264,4,400Gbps,100ns
260,9,265,4,400Gbps,100ns
260,10,266,4,400Gbps,100ns
260,11,267,4,400Gbps,100ns
260,12,268,4,400Gbps,100ns
260,13,269,4,400Gbps,100ns
260,14,270,4,400Gbps,100ns
260,15,271,4,400Gbps,100ns
261,8,264,5,400Gbps,100ns
261,9,265,5,400Gbps,100ns
261,10,266,5,400Gbps,100ns
261,11,267,5,400Gbps,100ns
261,12,268,5,400Gbps,100ns
261,13,269,5,400Gbps,100ns
261,14,270,5,400Gbps,100ns
261,15,271,5,400Gbps,100ns
262,8,264,6,400Gbps,100ns
262,9,265,6,400Gbps,100ns
262,10,266,6,400Gbps,100ns
262,11,267,6,400Gbps,100ns
262,12,268,6,400Gbps,100ns
262,13,269,6,400Gbps,100ns
262,14,270,6,400Gbps,100ns
262,15,271,6,400Gbps,100ns
263,8,264,7,400Gbps,100ns
263,9,265,7,400Gbps,100ns
263,10,266,7,400Gbps,100ns
263,11,267,7,400Gbps,100ns
263,12,268,7,400Gbps,100ns
263,13,269,7,400Gbps,100ns
263,14,270,7,400Gbps,100ns
263,15,271,7,400Gbps,100ns
264,8,280,8,800Gbps,500ns
264,9,296,8,800Gbps,500ns
264,10,312,8,800Gbps,500ns
264,11,320,0,800Gbps,500ns
265,8,281,8,800Gbps,500ns
265,9,297,8,800Gbps,500ns
265,10,313,8,800Gbps,500ns
265,11,320,1,800Gbps,500ns
266,8,282,8,800Gbps,500ns
266,9,298,8,800Gbps,500ns
266,10,314,8,800Gbps,500ns
266,11,320,2,800Gbps,500ns
267,8,283,8,800Gbps,500ns
267,9,299,8,800Gbps,500ns
267,10,315,8,800Gbps,500ns
267,11,320,3,800Gbps,500ns
268,8,284,8,800Gbps,500ns
268,9,300,8,800Gbps,500ns
268,10,316,8,800Gbps,500ns
268,11,320,4,800Gbps,500ns
269,8,285,8,800Gbps,500ns
269,9,301,8,800Gbps,500ns
269,10,317,8,800Gbps,500ns
269,11,320,5,800Gbps,500ns
270,8,286,8,800Gbps,500ns
270,9,302,8,800Gbps,500ns
270,10,318,8,800Gbps,500ns
270,11,320,6,800Gbps,500ns
271,8,287,8,800Gbps,500ns
271,9,303,8,800Gbps,500ns
271,10,319,8,800Gbps,500ns
271,11,320,7,800Gbps,500ns
272,8,280,0,400Gbps,100ns
272,9,281,0,400Gbps,100ns
272,10,282,0,400Gbps,100ns
272,11,283,0,400Gbps,100ns
272,12,284,0,400Gbps,100ns
272,13,285,0,400Gbps,100ns
272,14,286,0,400Gbps,100ns
272,15,287,0,400Gbps,100ns
273,8,280,1,400Gbps,100ns
273,9,281,1,400Gbps,100ns
273,10,282,1,400Gbps,100ns
273,11,283,1,400Gbps,100ns
273,12,284,1,400Gbps,100ns
273,13,285,1,400Gbps,100ns
273,14,286,1,400Gbps,100ns
273,15,287,1,400Gbps,100ns
274,8,280,2,400Gbps,100ns
274,9,281,2,400Gbps,100ns
274,10,282,2,400Gbps,100ns
274,11,283,2,400Gbps,100ns
274,12,284,2,400Gbps,100ns
274,13,285,2,400Gbps,100ns
274,14,286,2,400Gbps,100ns
274,15,287,2,400Gbps,100ns
275,8,280,3,400Gbps,100ns
275,9,281,3,400Gbps,100ns
275,10,282,3,400Gbps,100ns
275,11,283,3,400Gbps,100ns
275,12,284,3,400Gbps,100ns
275,13,285,3,400Gbps,100ns
275,14,286,3,400Gbps,100ns
275,15,287,3,400Gbps,100ns
276,8,280,4,400Gbps,100ns
276,9,281,4,400Gbps,100ns
276,10,282,4,400Gbps,100ns
276,11,283,4,400Gbps,100ns
276,12,284,4,400Gbps,100ns
276,13,285,4,400Gbps,100ns
276,14,286,4,400Gbps,100ns
276,15,287,4,400Gbps,100ns
277,8,280,5,400Gbps,100ns
277,9,281,5,400Gbps,100ns
277,10,282,5,400Gbps,100ns
277,11,283,5,400Gbps,100ns
277,12,284,5,400Gbps,100ns
277,13,285,5,400Gbps,100ns
277,14,286,5,400Gbps,100ns
277,15,287,5,400Gbps,100ns
278,8,280,6,400Gbps,100ns
278,9,281,6,400Gbps,100ns
278,10,282,6,400Gbps,100ns
278,11,283,6,400Gbps,100ns
278,12,284,6,400Gbps,100ns
278,13,285,6,400Gbps,100ns
278,14,286,6,400Gbps,100ns
278,15,287,6,400Gbps,100ns
279,8,280,7,400Gbps,100ns
279,9,281,7,400Gbps,100ns
279,10,282,7,400Gbps,100ns
279,11,283,7,400Gbps,100ns
279,12,284,7,400Gbps,100ns
279,13,285,7,400Gbps,100ns
279,14,286,7,400Gbps,100ns
279,15,287,7,400Gbps,100ns
280,9,296,9,800Gbps,500ns
280,10,312,9,800Gbps,500ns
280,11,320,8,800Gbps,500ns
281,9,297,9,800Gbps,500ns
281,10,313,9,800Gbps,500ns
281,11,320,9,800Gbps,500ns
282,9,298,9,800Gbps,500ns
282,10,314,9,800Gbps,500ns
282,11,320,10,800Gbps,500ns
283,9,299,9,800Gbps,500ns
283,10,315,9,800Gbps,500ns
283,11,320,11,800Gbps,500ns
284,9,300,9,800Gbps,500ns
284,10,316,9,800Gbps,500ns
284,11,320,12,800Gbps,500ns
285,9,301,9,800Gbps,500ns
285,10,317,9,800Gbps,500ns
285,11,320,13,800Gbps,500ns
286,9,302,9,800Gbps,500ns
286,10,318,9,800Gbps,500ns
286,11,320,14,800Gbps,500ns
287,9,303,9,800Gbps,500ns
287,10,319,9,800Gbps,500ns
287,11,320,15,800Gbps,500ns
288,8,296,0,400Gbps,100ns
288,9,297,0,400Gbps,100ns
288,10,298,0,400Gbps,100ns
288,11,299,0,400Gbps,100ns
288,12,300,0,400Gbps,100ns
288,13,301,0,400Gbps,100ns
288,14,302,0,400Gbps,100ns
288,15,303,0,400Gbps,100ns
289,8,296,1,400Gbps,100ns
289,9,297,1,400Gbps,100ns
289,10,298,1,400Gbps,100ns
289,11,299,1,400Gbps,100ns
289,12,300,1,400Gbps,100ns
289,13,301,1,400Gbps,100ns
289,14,302,1,400Gbps,100ns
289,15,303,1,400Gbps,100ns
290,8,296,2,400Gbps,100ns
290,9,297,2,400Gbps,100ns
290,10,298,2,400Gbps,100ns
290,11,299,2,400Gbps,100ns
290,12,300,2,400Gbps,100ns
290,13,301,2,400Gbps,100ns
290,14,302,2,400Gbps,100ns
290,15,303,2,400Gbps,100ns
291,8,296,3,400Gbps,100ns
291,9,297,3,400Gbps,100ns
291,10,298,3,400Gbps,100ns
291,11,299,3,400Gbps,100ns
291,12,300,3,400Gbps,100ns
291,13,301,3,400Gbps,100ns
291,14,302,3,400Gbps,100ns
291,15,303,3,400Gbps,100ns
292,8,296,4,400Gbps,100ns
292,9,297,4,400Gbps,100ns
292,10,298,4,400Gbps,100ns
292,11,299,4,400Gbps,100ns
292,12,300,4,400Gbps,100ns
292,13,301,4,400Gbps,100ns
292,14,302,4,400Gbps,100ns
292,15,303,4,400Gbps,100ns
293,8,296,5,400Gbps,100ns
293,9,297,5,400Gbps,100ns
293,10,298,5,400Gbps,100ns
293,11,299,5,400Gbps,100ns
293,12,300,5,400Gbps,100ns
293,13,301,5,400Gbps,100ns
293,14,302,5,400Gbps,100ns
293,15,303,5,400Gbps,100ns
294,8,296,6,400Gbps,100ns
294,9,297,6,400Gbps,100ns
294,10,298,6,400Gbps,100ns
294,11,299,6,400Gbps,100ns
294,12,300,6,400Gbps,100ns
294,13,301,6,400Gbps,100ns
294,14,302,6,400Gbps,100ns
294,15,303,6,400Gbps,100ns
295,8,296,7,400Gbps,100ns
295,9,297,7,400Gbps,100ns
295,10,298,7,400Gbps,100ns
295,11,299,7,400Gbps,100ns
295,12,300,7,400Gbps,100ns
295,13,301,7,400Gbps,100ns
295,14,302,7,400Gbps,100ns
295,15,303,7,400Gbps,100ns
296,10,312,10,800Gbps,500ns
296,11,320,16,800Gbps,500ns
297,10,313,10,800Gbps,500ns
297,11,320,17,800Gbps,500ns
298,10,314,10,800Gbps,500ns
298,11,320,18,800Gbps,500ns
299,10,315,10,800Gbps,500ns
299,11,320,19,800Gbps,500ns
300,10,316,10,800Gbps,500ns
300,11,320,20,800Gbps,500ns
301,10,317,10,800Gbps,500ns
301,11,320,21,800Gbps,500ns
302,10,318,10,800Gbps,500ns
302,11,320,22,800Gbps,500ns
303,10,319,10,800Gbps,500ns
303,11,320,23,800Gbps,500ns
304,8,312,0,400Gbps,100ns
304,9,313,0,400Gbps,100ns
304,10,314,0,400Gbps,100ns
304,11,315,0,400Gbps,100ns
304,12,316,0,400Gbps,100ns
304,13,317,0,400Gbps,100ns
304,14,318,0,400Gbps,100ns
304,15,319,0,400Gbps,100ns
305,8,312,1,400Gbps,100ns
